filename,n_rows,n_cols,file_path
335980543.dcm,3328,2560,../train_images/26876/335980543.dcm
1052642047.dcm,4096,3328,../train_images/26879/1052642047.dcm
1216203659.dcm,4096,3328,../train_images/26879/1216203659.dcm
1439962449.dcm,4096,3328,../train_images/26879/1439962449.dcm
52215385.dcm,4096,3328,../train_images/26879/52215385.dcm
756218093.dcm,4096,3328,../train_images/26879/756218093.dcm
769799881.dcm,4096,3328,../train_images/26879/769799881.dcm
1973964276.dcm,4096,3328,../train_images/26889/1973964276.dcm
1999736519.dcm,4096,3328,../train_images/26889/1999736519.dcm
2016437426.dcm,4096,3328,../train_images/26889/2016437426.dcm
810457461.dcm,4096,3328,../train_images/26889/810457461.dcm
1420313203.dcm,5355,4915,../train_images/26896/1420313203.dcm
1578492275.dcm,5355,4915,../train_images/26896/1578492275.dcm
1798055568.dcm,5355,4915,../train_images/26896/1798055568.dcm
1909351614.dcm,5355,4915,../train_images/26896/1909351614.dcm
1580286990.dcm,2776,2082,../train_images/26898/1580286990.dcm
1634976140.dcm,2776,2082,../train_images/26898/1634976140.dcm
1808383495.dcm,2776,2082,../train_images/26898/1808383495.dcm
654849054.dcm,2776,2082,../train_images/26898/654849054.dcm
1043645125.dcm,3328,2560,../train_images/26911/1043645125.dcm
1663816179.dcm,3328,2560,../train_images/26911/1663816179.dcm
669777713.dcm,3328,2560,../train_images/26911/669777713.dcm
820241453.dcm,3328,2560,../train_images/26911/820241453.dcm
1104374505.dcm,3328,2560,../train_images/26924/1104374505.dcm
2103397352.dcm,3328,2560,../train_images/26924/2103397352.dcm
491983842.dcm,3328,2560,../train_images/26924/491983842.dcm
736214843.dcm,3328,2560,../train_images/26924/736214843.dcm
1044871990.dcm,3328,2560,../train_images/26930/1044871990.dcm
1832784685.dcm,3328,2560,../train_images/26930/1832784685.dcm
2139308217.dcm,3328,2560,../train_images/26930/2139308217.dcm
824185829.dcm,3328,2560,../train_images/26930/824185829.dcm
926101650.dcm,3328,2560,../train_images/26930/926101650.dcm
1461766409.dcm,3328,2560,../train_images/26937/1461766409.dcm
1780915358.dcm,3328,2560,../train_images/26937/1780915358.dcm
2109389564.dcm,3328,2560,../train_images/26937/2109389564.dcm
217693305.dcm,3328,2560,../train_images/26937/217693305.dcm
297814407.dcm,3328,2560,../train_images/26937/297814407.dcm
590839970.dcm,3328,2560,../train_images/26937/590839970.dcm
613910921.dcm,3328,2560,../train_images/26937/613910921.dcm
842964845.dcm,3328,2560,../train_images/26937/842964845.dcm
1032568612.dcm,4096,3328,../train_images/2694/1032568612.dcm
1934586090.dcm,4096,3328,../train_images/2694/1934586090.dcm
2006464395.dcm,4096,3328,../train_images/2694/2006464395.dcm
536511312.dcm,4096,3328,../train_images/2694/536511312.dcm
918531711.dcm,4096,3328,../train_images/2694/918531711.dcm
1373895939.dcm,4096,3328,../train_images/26940/1373895939.dcm
1513048316.dcm,4096,3328,../train_images/26940/1513048316.dcm
1590936858.dcm,4096,3328,../train_images/26940/1590936858.dcm
1938845520.dcm,4096,3328,../train_images/26940/1938845520.dcm
2117514003.dcm,4096,3328,../train_images/26940/2117514003.dcm
229489132.dcm,4096,3328,../train_images/26940/229489132.dcm
571786411.dcm,4096,3328,../train_images/26940/571786411.dcm
758955460.dcm,4096,3328,../train_images/26940/758955460.dcm
771501722.dcm,4096,3328,../train_images/26940/771501722.dcm
1551992551.dcm,3328,2560,../train_images/26945/1551992551.dcm
1680608323.dcm,3328,2560,../train_images/26945/1680608323.dcm
196417033.dcm,3328,2560,../train_images/26945/196417033.dcm
2084229602.dcm,3328,2560,../train_images/26945/2084229602.dcm
563634941.dcm,3328,2560,../train_images/26945/563634941.dcm
1652815751.dcm,2776,2082,../train_images/26946/1652815751.dcm
1787850400.dcm,2776,2082,../train_images/26946/1787850400.dcm
2007958395.dcm,2776,2082,../train_images/26946/2007958395.dcm
475417206.dcm,2776,2082,../train_images/26946/475417206.dcm
1653696624.dcm,3328,2560,../train_images/26947/1653696624.dcm
1691979419.dcm,3328,2560,../train_images/26947/1691979419.dcm
356802725.dcm,3328,2560,../train_images/26947/356802725.dcm
421709323.dcm,3328,2560,../train_images/26947/421709323.dcm
975757612.dcm,3328,2560,../train_images/26947/975757612.dcm
1109777519.dcm,4096,3328,../train_images/26948/1109777519.dcm
1177849922.dcm,4096,3328,../train_images/26948/1177849922.dcm
176844654.dcm,4096,3328,../train_images/26948/176844654.dcm
522172629.dcm,4096,3328,../train_images/26948/522172629.dcm
76478386.dcm,4096,3328,../train_images/26948/76478386.dcm
853598581.dcm,4096,3328,../train_images/26948/853598581.dcm
1716417142.dcm,4096,3328,../train_images/26954/1716417142.dcm
32592870.dcm,4096,3328,../train_images/26954/32592870.dcm
943528664.dcm,4096,3328,../train_images/26954/943528664.dcm
977504345.dcm,4096,3328,../train_images/26954/977504345.dcm
1363413371.dcm,5355,4915,../train_images/26962/1363413371.dcm
1542093598.dcm,5355,4915,../train_images/26962/1542093598.dcm
29615486.dcm,5355,4915,../train_images/26962/29615486.dcm
784633580.dcm,5355,4915,../train_images/26962/784633580.dcm
181240134.dcm,2776,2082,../train_images/26963/181240134.dcm
1818126400.dcm,2776,2082,../train_images/26963/1818126400.dcm
213796576.dcm,2776,2082,../train_images/26963/213796576.dcm
254804085.dcm,2776,2082,../train_images/26963/254804085.dcm
1259589932.dcm,4096,3328,../train_images/26965/1259589932.dcm
1406643237.dcm,4096,3328,../train_images/26965/1406643237.dcm
173743477.dcm,4096,3328,../train_images/26965/173743477.dcm
378919570.dcm,4096,3328,../train_images/26965/378919570.dcm
1356169998.dcm,4096,3328,../train_images/26966/1356169998.dcm
1382883345.dcm,4096,3328,../train_images/26966/1382883345.dcm
1482344826.dcm,4096,3328,../train_images/26966/1482344826.dcm
1732220544.dcm,4096,3328,../train_images/26966/1732220544.dcm
1597603728.dcm,5355,4915,../train_images/26969/1597603728.dcm
1787905828.dcm,5355,4915,../train_images/26969/1787905828.dcm
2027101397.dcm,5355,4915,../train_images/26969/2027101397.dcm
640572029.dcm,5355,4915,../train_images/26969/640572029.dcm
1067772185.dcm,4096,3328,../train_images/26974/1067772185.dcm
1417334739.dcm,4096,3328,../train_images/26974/1417334739.dcm
592583896.dcm,4096,3328,../train_images/26974/592583896.dcm
744299051.dcm,4096,3328,../train_images/26974/744299051.dcm
1158361848.dcm,4096,3328,../train_images/26979/1158361848.dcm
1542349961.dcm,4096,3328,../train_images/26979/1542349961.dcm
1937566536.dcm,4096,3328,../train_images/26979/1937566536.dcm
1989162372.dcm,4096,3328,../train_images/26979/1989162372.dcm
419872989.dcm,4096,3328,../train_images/26979/419872989.dcm
619067762.dcm,4096,3328,../train_images/26979/619067762.dcm
643852361.dcm,4096,3328,../train_images/26979/643852361.dcm
80394543.dcm,4096,3328,../train_images/26979/80394543.dcm
1075520240.dcm,4096,3328,../train_images/26999/1075520240.dcm
1492379059.dcm,4096,3328,../train_images/26999/1492379059.dcm
218333462.dcm,4096,3328,../train_images/26999/218333462.dcm
90145101.dcm,4096,3328,../train_images/26999/90145101.dcm
1476780261.dcm,4096,3328,../train_images/27008/1476780261.dcm
1958745012.dcm,4096,3328,../train_images/27008/1958745012.dcm
2140958581.dcm,4096,3328,../train_images/27008/2140958581.dcm
517865221.dcm,4096,3328,../train_images/27008/517865221.dcm
734827335.dcm,4096,3328,../train_images/27008/734827335.dcm
50827581.dcm,5355,4915,../train_images/27009/50827581.dcm
737538181.dcm,5355,4915,../train_images/27009/737538181.dcm
924687098.dcm,5355,4915,../train_images/27009/924687098.dcm
978703288.dcm,5355,4915,../train_images/27009/978703288.dcm
1769632666.dcm,5355,4915,../train_images/2701/1769632666.dcm
1792239827.dcm,5355,4915,../train_images/2701/1792239827.dcm
29624045.dcm,5355,4915,../train_images/2701/29624045.dcm
964933814.dcm,5355,4915,../train_images/2701/964933814.dcm
213490211.dcm,2776,2082,../train_images/27012/213490211.dcm
24488289.dcm,2776,2082,../train_images/27012/24488289.dcm
379405604.dcm,2776,2082,../train_images/27012/379405604.dcm
604390440.dcm,2776,2082,../train_images/27012/604390440.dcm
89419400.dcm,2776,2082,../train_images/27012/89419400.dcm
1548307932.dcm,4096,3328,../train_images/27021/1548307932.dcm
1663203017.dcm,4096,3328,../train_images/27021/1663203017.dcm
1741720639.dcm,4096,3328,../train_images/27021/1741720639.dcm
2066297229.dcm,4096,3328,../train_images/27021/2066297229.dcm
704012074.dcm,4096,3328,../train_images/27021/704012074.dcm
997948242.dcm,4096,3328,../train_images/27021/997948242.dcm
1079472287.dcm,4096,3328,../train_images/27026/1079472287.dcm
1273637931.dcm,4096,3328,../train_images/27026/1273637931.dcm
1727690160.dcm,4096,3328,../train_images/27026/1727690160.dcm
557376738.dcm,4096,3328,../train_images/27026/557376738.dcm
682602673.dcm,3328,2560,../train_images/27034/682602673.dcm
741144898.dcm,3328,2560,../train_images/27034/741144898.dcm
8492762.dcm,3328,2560,../train_images/27034/8492762.dcm
891948574.dcm,3328,2560,../train_images/27034/891948574.dcm
1392019691.dcm,4096,3328,../train_images/27039/1392019691.dcm
1564350780.dcm,4096,3328,../train_images/27039/1564350780.dcm
1613344301.dcm,4096,3328,../train_images/27039/1613344301.dcm
627690153.dcm,4096,3328,../train_images/27039/627690153.dcm
804941903.dcm,4096,3328,../train_images/27039/804941903.dcm
820505318.dcm,4096,3328,../train_images/27039/820505318.dcm
871528943.dcm,4096,3328,../train_images/27039/871528943.dcm
914766396.dcm,4096,3328,../train_images/27039/914766396.dcm
13617842.dcm,3328,2560,../train_images/2704/13617842.dcm
166586882.dcm,3328,2560,../train_images/2704/166586882.dcm
2017924690.dcm,3328,2560,../train_images/2704/2017924690.dcm
566928744.dcm,3328,2560,../train_images/2704/566928744.dcm
781524556.dcm,3328,2560,../train_images/2704/781524556.dcm
1450740505.dcm,3062,2394,../train_images/27046/1450740505.dcm
381389823.dcm,3062,2394,../train_images/27046/381389823.dcm
581940083.dcm,3062,2394,../train_images/27046/581940083.dcm
866798262.dcm,3062,2394,../train_images/27046/866798262.dcm
1201092065.dcm,4096,3328,../train_images/27048/1201092065.dcm
188395592.dcm,4096,3328,../train_images/27048/188395592.dcm
1984076434.dcm,4096,3328,../train_images/27048/1984076434.dcm
364372906.dcm,4096,3328,../train_images/27048/364372906.dcm
1343576322.dcm,5355,4915,../train_images/27054/1343576322.dcm
1642437121.dcm,5355,4915,../train_images/27054/1642437121.dcm
392070.dcm,5355,4915,../train_images/27054/392070.dcm
596130663.dcm,5355,4915,../train_images/27054/596130663.dcm
1251012849.dcm,4096,3328,../train_images/27057/1251012849.dcm
1425113064.dcm,4096,3328,../train_images/27057/1425113064.dcm
264654943.dcm,4096,3328,../train_images/27057/264654943.dcm
409065997.dcm,4096,3328,../train_images/27057/409065997.dcm
1067814578.dcm,4096,3328,../train_images/27058/1067814578.dcm
1343504247.dcm,4096,3328,../train_images/27058/1343504247.dcm
171926709.dcm,4096,3328,../train_images/27058/171926709.dcm
2114271127.dcm,4096,3328,../train_images/27058/2114271127.dcm
1420005483.dcm,4096,3328,../train_images/27062/1420005483.dcm
1911540432.dcm,4096,3328,../train_images/27062/1911540432.dcm
2082627699.dcm,4096,3328,../train_images/27062/2082627699.dcm
506782353.dcm,4096,3328,../train_images/27062/506782353.dcm
1737826216.dcm,2776,2082,../train_images/27064/1737826216.dcm
1828582573.dcm,2776,2082,../train_images/27064/1828582573.dcm
379356123.dcm,2776,2082,../train_images/27064/379356123.dcm
678820398.dcm,2776,2082,../train_images/27064/678820398.dcm
1104994408.dcm,4096,3328,../train_images/27066/1104994408.dcm
1440736542.dcm,4096,3328,../train_images/27066/1440736542.dcm
2088655834.dcm,4096,3328,../train_images/27066/2088655834.dcm
339934947.dcm,4096,3328,../train_images/27066/339934947.dcm
348030774.dcm,4096,3328,../train_images/27066/348030774.dcm
372701702.dcm,4096,3328,../train_images/27066/372701702.dcm
67496037.dcm,4096,3328,../train_images/27066/67496037.dcm
1066350748.dcm,2776,2082,../train_images/27071/1066350748.dcm
1403111589.dcm,2776,2082,../train_images/27071/1403111589.dcm
218122515.dcm,2776,2082,../train_images/27071/218122515.dcm
33360988.dcm,2776,2082,../train_images/27071/33360988.dcm
1284465269.dcm,4096,3328,../train_images/2708/1284465269.dcm
1301698665.dcm,4096,3328,../train_images/2708/1301698665.dcm
1750686226.dcm,4096,3328,../train_images/2708/1750686226.dcm
905023680.dcm,4096,3328,../train_images/2708/905023680.dcm
146580689.dcm,3328,2560,../train_images/27083/146580689.dcm
158189326.dcm,3328,2560,../train_images/27083/158189326.dcm
1734470216.dcm,3328,2560,../train_images/27083/1734470216.dcm
1992007340.dcm,3328,2560,../train_images/27083/1992007340.dcm
2082227290.dcm,3328,2560,../train_images/27083/2082227290.dcm
2085740004.dcm,3328,2560,../train_images/27083/2085740004.dcm
27239529.dcm,3328,2560,../train_images/27083/27239529.dcm
290289537.dcm,3328,2560,../train_images/27083/290289537.dcm
655590854.dcm,3328,2560,../train_images/27083/655590854.dcm
1085220541.dcm,2776,2082,../train_images/27084/1085220541.dcm
1335700402.dcm,2776,2082,../train_images/27084/1335700402.dcm
2102579371.dcm,2776,2082,../train_images/27084/2102579371.dcm
519668243.dcm,2776,2082,../train_images/27084/519668243.dcm
1254665194.dcm,3328,2560,../train_images/27089/1254665194.dcm
2005117804.dcm,3328,2560,../train_images/27089/2005117804.dcm
979234200.dcm,3328,2560,../train_images/27089/979234200.dcm
994443548.dcm,3328,2560,../train_images/27089/994443548.dcm
1177428223.dcm,4096,3328,../train_images/27091/1177428223.dcm
1549633485.dcm,4096,3328,../train_images/27091/1549633485.dcm
1667712540.dcm,4096,3328,../train_images/27091/1667712540.dcm
204033744.dcm,4096,3328,../train_images/27091/204033744.dcm
1797671098.dcm,2776,2082,../train_images/27097/1797671098.dcm
59550186.dcm,2776,2082,../train_images/27097/59550186.dcm
726777343.dcm,2776,2082,../train_images/27097/726777343.dcm
879741629.dcm,2776,2082,../train_images/27097/879741629.dcm
1687032392.dcm,4096,3328,../train_images/27099/1687032392.dcm
1894503705.dcm,4096,3328,../train_images/27099/1894503705.dcm
2086996141.dcm,4096,3328,../train_images/27099/2086996141.dcm
331637040.dcm,4096,3328,../train_images/27099/331637040.dcm
564652979.dcm,4096,3328,../train_images/27099/564652979.dcm
1433083031.dcm,2294,1914,../train_images/27102/1433083031.dcm
2120863613.dcm,2294,1914,../train_images/27102/2120863613.dcm
462779595.dcm,2294,1914,../train_images/27102/462779595.dcm
88349755.dcm,2294,1914,../train_images/27102/88349755.dcm
1874431442.dcm,4096,3328,../train_images/27120/1874431442.dcm
2003827541.dcm,4096,3328,../train_images/27120/2003827541.dcm
351967402.dcm,4096,3328,../train_images/27120/351967402.dcm
492387472.dcm,4096,3328,../train_images/27120/492387472.dcm
348394819.dcm,3328,2560,../train_images/27122/348394819.dcm
875410151.dcm,3328,2560,../train_images/27122/875410151.dcm
877606663.dcm,3328,2560,../train_images/27122/877606663.dcm
92831455.dcm,3328,2560,../train_images/27122/92831455.dcm
1214081517.dcm,2294,1914,../train_images/27124/1214081517.dcm
155484222.dcm,2294,1914,../train_images/27124/155484222.dcm
431822660.dcm,2294,1914,../train_images/27124/431822660.dcm
618135060.dcm,2294,1914,../train_images/27124/618135060.dcm
798530688.dcm,2294,1914,../train_images/27124/798530688.dcm
1289981492.dcm,4096,3328,../train_images/27125/1289981492.dcm
1498922524.dcm,4096,3328,../train_images/27125/1498922524.dcm
1559911596.dcm,4096,3328,../train_images/27125/1559911596.dcm
734412886.dcm,4096,3328,../train_images/27125/734412886.dcm
744810247.dcm,4096,3328,../train_images/27125/744810247.dcm
746671778.dcm,4096,3328,../train_images/27125/746671778.dcm
1370748322.dcm,4096,3328,../train_images/27134/1370748322.dcm
1552593728.dcm,4096,3328,../train_images/27134/1552593728.dcm
186041126.dcm,4096,3328,../train_images/27134/186041126.dcm
617261350.dcm,4096,3328,../train_images/27134/617261350.dcm
1183868701.dcm,2776,2082,../train_images/27136/1183868701.dcm
1613684792.dcm,2776,2082,../train_images/27136/1613684792.dcm
617426465.dcm,2776,2082,../train_images/27136/617426465.dcm
982359489.dcm,2776,2082,../train_images/27136/982359489.dcm
1716262710.dcm,2776,2082,../train_images/27138/1716262710.dcm
1809323048.dcm,2776,2082,../train_images/27138/1809323048.dcm
2033054441.dcm,2776,2082,../train_images/27138/2033054441.dcm
367046021.dcm,2776,2082,../train_images/27138/367046021.dcm
1111144246.dcm,2776,2082,../train_images/27153/1111144246.dcm
1494759482.dcm,2776,2082,../train_images/27153/1494759482.dcm
2089320821.dcm,2776,2082,../train_images/27153/2089320821.dcm
813775627.dcm,2776,2082,../train_images/27153/813775627.dcm
1110300867.dcm,3328,2560,../train_images/27154/1110300867.dcm
1117566323.dcm,3328,2560,../train_images/27154/1117566323.dcm
1908436680.dcm,3328,2560,../train_images/27154/1908436680.dcm
2031372552.dcm,3328,2560,../train_images/27154/2031372552.dcm
928587335.dcm,3328,2560,../train_images/27154/928587335.dcm
1476216224.dcm,4096,3328,../train_images/27159/1476216224.dcm
1941982085.dcm,4096,3328,../train_images/27159/1941982085.dcm
393099799.dcm,4096,3328,../train_images/27159/393099799.dcm
713310717.dcm,4096,3328,../train_images/27159/713310717.dcm
1073133672.dcm,3328,2560,../train_images/27164/1073133672.dcm
111957592.dcm,3328,2560,../train_images/27164/111957592.dcm
1231059707.dcm,3328,2560,../train_images/27164/1231059707.dcm
1881727069.dcm,3328,2560,../train_images/27164/1881727069.dcm
1957710235.dcm,3328,2560,../train_images/27164/1957710235.dcm
2064909108.dcm,3328,2560,../train_images/27164/2064909108.dcm
1099646536.dcm,2776,2082,../train_images/27171/1099646536.dcm
1882525302.dcm,2776,2082,../train_images/27171/1882525302.dcm
201872073.dcm,2776,2082,../train_images/27171/201872073.dcm
528483496.dcm,2776,2082,../train_images/27171/528483496.dcm
1648290654.dcm,5355,4915,../train_images/27179/1648290654.dcm
1825319984.dcm,5355,4915,../train_images/27179/1825319984.dcm
664815839.dcm,5355,4915,../train_images/27179/664815839.dcm
947373951.dcm,5355,4915,../train_images/27179/947373951.dcm
104362628.dcm,3328,2560,../train_images/2718/104362628.dcm
126158948.dcm,3328,2560,../train_images/2718/126158948.dcm
1500501689.dcm,3328,2560,../train_images/2718/1500501689.dcm
1647258776.dcm,3328,2560,../train_images/2718/1647258776.dcm
357571047.dcm,5355,4915,../train_images/27188/357571047.dcm
365755634.dcm,5355,4915,../train_images/27188/365755634.dcm
542542148.dcm,5355,4915,../train_images/27188/542542148.dcm
705164251.dcm,5355,4915,../train_images/27188/705164251.dcm
1165038589.dcm,5355,4915,../train_images/27195/1165038589.dcm
1180517974.dcm,5355,4915,../train_images/27195/1180517974.dcm
2084114409.dcm,5355,4915,../train_images/27195/2084114409.dcm
584139017.dcm,5355,4915,../train_images/27195/584139017.dcm
1003971672.dcm,4096,3328,../train_images/27198/1003971672.dcm
1511273042.dcm,4096,3328,../train_images/27198/1511273042.dcm
2094234844.dcm,4096,3328,../train_images/27198/2094234844.dcm
302099222.dcm,4096,3328,../train_images/27198/302099222.dcm
1252018549.dcm,5355,4915,../train_images/27199/1252018549.dcm
188365959.dcm,5355,4915,../train_images/27199/188365959.dcm
342681398.dcm,5355,4915,../train_images/27199/342681398.dcm
389762847.dcm,5355,4915,../train_images/27199/389762847.dcm
13141452.dcm,2294,1914,../train_images/272/13141452.dcm
2095534993.dcm,2294,1914,../train_images/272/2095534993.dcm
487890328.dcm,2294,1914,../train_images/272/487890328.dcm
849939516.dcm,2294,1914,../train_images/272/849939516.dcm
176730321.dcm,4096,3328,../train_images/27201/176730321.dcm
2108330259.dcm,4096,3328,../train_images/27201/2108330259.dcm
312871412.dcm,4096,3328,../train_images/27201/312871412.dcm
3739134.dcm,4096,3328,../train_images/27201/3739134.dcm
46952334.dcm,4096,3328,../train_images/27201/46952334.dcm
482356104.dcm,4096,3328,../train_images/27201/482356104.dcm
818016715.dcm,4096,3328,../train_images/27201/818016715.dcm
986864165.dcm,4096,3328,../train_images/27201/986864165.dcm
1338072637.dcm,3328,2560,../train_images/27203/1338072637.dcm
1688592460.dcm,3328,2560,../train_images/27203/1688592460.dcm
1843772797.dcm,3328,2560,../train_images/27203/1843772797.dcm
1864610382.dcm,3328,2560,../train_images/27203/1864610382.dcm
1906006394.dcm,3328,2560,../train_images/27203/1906006394.dcm
43125632.dcm,3328,2560,../train_images/27203/43125632.dcm
601039966.dcm,3328,2560,../train_images/27203/601039966.dcm
685491600.dcm,3328,2560,../train_images/27203/685491600.dcm
1169992809.dcm,4096,3328,../train_images/2721/1169992809.dcm
2018806419.dcm,4096,3328,../train_images/2721/2018806419.dcm
2082360330.dcm,4096,3328,../train_images/2721/2082360330.dcm
495508971.dcm,4096,3328,../train_images/2721/495508971.dcm
598973621.dcm,3328,2560,../train_images/27212/598973621.dcm
660603973.dcm,3328,2560,../train_images/27212/660603973.dcm
727784450.dcm,3328,2560,../train_images/27212/727784450.dcm
900539670.dcm,3328,2560,../train_images/27212/900539670.dcm
1454731216.dcm,4096,3328,../train_images/27221/1454731216.dcm
1959460979.dcm,4096,3328,../train_images/27221/1959460979.dcm
1969595520.dcm,4096,3328,../train_images/27221/1969595520.dcm
370592841.dcm,4096,3328,../train_images/27221/370592841.dcm
1521669565.dcm,2776,2082,../train_images/27242/1521669565.dcm
1735530540.dcm,2776,2082,../train_images/27242/1735530540.dcm
2037658511.dcm,2776,2082,../train_images/27242/2037658511.dcm
2054136898.dcm,2776,2082,../train_images/27242/2054136898.dcm
1025290280.dcm,3328,2560,../train_images/27243/1025290280.dcm
1746137441.dcm,3328,2560,../train_images/27243/1746137441.dcm
270758026.dcm,3328,2560,../train_images/27243/270758026.dcm
642218257.dcm,3328,2560,../train_images/27243/642218257.dcm
1532669296.dcm,4096,3328,../train_images/27253/1532669296.dcm
1919966478.dcm,4096,3328,../train_images/27253/1919966478.dcm
239811079.dcm,4096,3328,../train_images/27253/239811079.dcm
532094957.dcm,4096,3328,../train_images/27253/532094957.dcm
1826847034.dcm,3328,2560,../train_images/27259/1826847034.dcm
1849460253.dcm,3328,2560,../train_images/27259/1849460253.dcm
2016396111.dcm,3328,2560,../train_images/27259/2016396111.dcm
523691670.dcm,3328,2560,../train_images/27259/523691670.dcm
873229805.dcm,3328,2560,../train_images/27259/873229805.dcm
1529781434.dcm,4096,3328,../train_images/27264/1529781434.dcm
1887098710.dcm,4096,3328,../train_images/27264/1887098710.dcm
650927775.dcm,4096,3328,../train_images/27264/650927775.dcm
675250468.dcm,4096,3328,../train_images/27264/675250468.dcm
1434239335.dcm,4096,3328,../train_images/27273/1434239335.dcm
2125621886.dcm,4096,3328,../train_images/27273/2125621886.dcm
490654301.dcm,4096,3328,../train_images/27273/490654301.dcm
843313771.dcm,4096,3328,../train_images/27273/843313771.dcm
103461181.dcm,3328,2560,../train_images/27275/103461181.dcm
1055319105.dcm,3328,2560,../train_images/27275/1055319105.dcm
1280544598.dcm,3328,2560,../train_images/27275/1280544598.dcm
1457715671.dcm,3328,2560,../train_images/27275/1457715671.dcm
1682518940.dcm,3328,2560,../train_images/27275/1682518940.dcm
128791831.dcm,4096,3328,../train_images/2728/128791831.dcm
293101890.dcm,4096,3328,../train_images/2728/293101890.dcm
605617593.dcm,4096,3328,../train_images/2728/605617593.dcm
866533809.dcm,4096,3328,../train_images/2728/866533809.dcm
1146901517.dcm,4096,3328,../train_images/27283/1146901517.dcm
1227042633.dcm,4096,3328,../train_images/27283/1227042633.dcm
1353549560.dcm,4096,3328,../train_images/27283/1353549560.dcm
1525555420.dcm,4096,3328,../train_images/27283/1525555420.dcm
1670208938.dcm,4096,3328,../train_images/27283/1670208938.dcm
1809726894.dcm,4096,3328,../train_images/27283/1809726894.dcm
1962335177.dcm,4096,3328,../train_images/27283/1962335177.dcm
40459985.dcm,4096,3328,../train_images/27283/40459985.dcm
899999352.dcm,4096,3328,../train_images/27283/899999352.dcm
1450117936.dcm,5355,4915,../train_images/2729/1450117936.dcm
1557477299.dcm,5355,4915,../train_images/2729/1557477299.dcm
226320476.dcm,5355,4915,../train_images/2729/226320476.dcm
85790161.dcm,5355,4915,../train_images/2729/85790161.dcm
1435770046.dcm,4096,3328,../train_images/27296/1435770046.dcm
1584797154.dcm,4096,3328,../train_images/27296/1584797154.dcm
2096229202.dcm,4096,3328,../train_images/27296/2096229202.dcm
312595416.dcm,4096,3328,../train_images/27296/312595416.dcm
1103575247.dcm,4096,3328,../train_images/27306/1103575247.dcm
1312699589.dcm,4096,3328,../train_images/27306/1312699589.dcm
1588576165.dcm,4096,3328,../train_images/27306/1588576165.dcm
1672097872.dcm,3328,2560,../train_images/27306/1672097872.dcm
2057264782.dcm,3328,2560,../train_images/27306/2057264782.dcm
2113560913.dcm,3328,2560,../train_images/27306/2113560913.dcm
466876721.dcm,3328,2560,../train_images/27306/466876721.dcm
1104676943.dcm,4096,3328,../train_images/27309/1104676943.dcm
1238170226.dcm,4096,3328,../train_images/27309/1238170226.dcm
1903785958.dcm,4096,3328,../train_images/27309/1903785958.dcm
415061047.dcm,4096,3328,../train_images/27309/415061047.dcm
445359742.dcm,4096,3328,../train_images/27309/445359742.dcm
1289476237.dcm,4096,3328,../train_images/27328/1289476237.dcm
353976969.dcm,4096,3328,../train_images/27328/353976969.dcm
503718135.dcm,4096,3328,../train_images/27328/503718135.dcm
632086533.dcm,4096,3328,../train_images/27328/632086533.dcm
1089721398.dcm,2294,1914,../train_images/27337/1089721398.dcm
1289634793.dcm,2294,1914,../train_images/27337/1289634793.dcm
589169255.dcm,2294,1914,../train_images/27337/589169255.dcm
681123470.dcm,2294,1914,../train_images/27337/681123470.dcm
1481766531.dcm,4096,3328,../train_images/27344/1481766531.dcm
1661167822.dcm,4096,3328,../train_images/27344/1661167822.dcm
1938505294.dcm,4096,3328,../train_images/27344/1938505294.dcm
2060786840.dcm,4096,3328,../train_images/27344/2060786840.dcm
207495802.dcm,4096,3328,../train_images/27344/207495802.dcm
139103804.dcm,4096,3328,../train_images/27346/139103804.dcm
362348338.dcm,4096,3328,../train_images/27346/362348338.dcm
388229132.dcm,4096,3328,../train_images/27346/388229132.dcm
514115153.dcm,4096,3328,../train_images/27346/514115153.dcm
1584080456.dcm,4096,3328,../train_images/27347/1584080456.dcm
1809244261.dcm,4096,3328,../train_images/27347/1809244261.dcm
2067966841.dcm,4096,3328,../train_images/27347/2067966841.dcm
2127589667.dcm,4096,3328,../train_images/27347/2127589667.dcm
468654680.dcm,4096,3328,../train_images/27347/468654680.dcm
644663090.dcm,4096,3328,../train_images/27347/644663090.dcm
1123715997.dcm,3062,2394,../train_images/27354/1123715997.dcm
1219273011.dcm,3062,2394,../train_images/27354/1219273011.dcm
1629524166.dcm,3062,2394,../train_images/27354/1629524166.dcm
1956776027.dcm,3062,2394,../train_images/27354/1956776027.dcm
618265123.dcm,3062,2394,../train_images/27354/618265123.dcm
819482823.dcm,3062,2394,../train_images/27354/819482823.dcm
1003371454.dcm,4096,3328,../train_images/27355/1003371454.dcm
1313041189.dcm,4096,3328,../train_images/27355/1313041189.dcm
1795359059.dcm,4096,3328,../train_images/27355/1795359059.dcm
1964453812.dcm,4096,3328,../train_images/27355/1964453812.dcm
1017274538.dcm,4096,3328,../train_images/27365/1017274538.dcm
1265513881.dcm,4096,3328,../train_images/27365/1265513881.dcm
1429499920.dcm,4096,3328,../train_images/27365/1429499920.dcm
2058824249.dcm,4096,3328,../train_images/27365/2058824249.dcm
397110807.dcm,4096,3328,../train_images/27365/397110807.dcm
437811963.dcm,4096,3328,../train_images/27365/437811963.dcm
1054483668.dcm,3062,2394,../train_images/27366/1054483668.dcm
1888323688.dcm,3062,2394,../train_images/27366/1888323688.dcm
